Name,CMP,PE,Market Cap,Dividend Yield,Net Profit Last Quarter,Quaterly Profit Growth,Sales Latest Quarter,Quaterly Sales Growth,Return on Campital Employment
Avasara Finance,34.32,,17.16,0.00,-0.10,-900.00,0.00,-100.00,9.38
Enbee Trade,11.94,7.47,17.10,0.00,1.54,120.00,4.59,101.32,7.96
Arihant's Secur.,33.16,20.47,16.58,0.00,0.86,-18.87,0.98,-16.95,4.82
ISF,1.71,,16.25,0.00,0.02,0.00,0.45,-22.41,-3.78
Vani Commercials,13.82,67.62,16.23,0.00,-0.20,-600.00,1.39,73.75,4.60
Moongipa Capital,57.46,8.04,17.53,0.00,0.56,-13.85,2.32,-11.45,34.88
Bazel Internatio,83.11,4.01,16.21,0.00,0.65,118.21,0.83,-27.83,1.50
DCM Financial,7.30,,16.15,0.00,-0.07,80.00,0.00,,-4.10
Beryl Securities,33.00,42.11,16.00,0.00,0.13,333.33,0.39,95.00,4.47
Northlink Fiscal,29.58,,15.53,0.00,-0.28,-2900.00,0.07,-22.22,-0.46
Shyamkamal Inv,10.57,,14.27,0.00,-0.19,-290.00,0.27,,-7.05
Jindal Leasefin,45.49,,13.69,0.00,-0.03,57.14,0.02,,-2.25
Mehta Securities,43.83,,13.54,0.00,0.08,-11.11,0.00,,-2.87
J J Finance Corp,48.00,18.55,13.54,0.00,0.35,1650.00,0.58,346.15,5.19
Step Two Corp.,31.65,,13.44,0.00,-2.41,-546.30,0.00,-100.00,-7.93
Vikalp Securitie,44.00,,13.42,0.00,-0.07,,0.00,,0.46
Anjani Finance,13.13,45.93,13.32,0.00,0.12,-60.00,0.09,-64.00,5.09
Svam Software,7.60,321.00,12.84,0.00,0.08,-57.89,0.08,60.00,0.52
Trinity League,16.04,,12.70,0.00,-0.05,93.24,0.01,,-60.09
Seven Hill Inds.,0.97,4.15,12.61,0.00,-0.07,-177.78,0.00,,23.74
Interactive Fin,48.40,5.36,14.58,0.00,0.87,97.73,1.79,72.12,14.98
Siddha Ventures,12.00,3.26,12.00,0.00,2.85,7225.00,3.09,,2.03
Esaar (India),5.71,53.05,11.67,0.00,-0.87,-165.91,4.74,11.27,7.02
V B Industries,8.59,41.70,11.26,0.00,0.44,46.67,0.00,,0.12
Rajath Finance,27.79,,11.12,0.00,-0.43,-2.38,0.08,300.00,-22.66
Decillion Financ,29.31,,10.26,0.00,0.06,-45.45,0.27,17.39,0.15
Classic Leasing,33.99,42.50,10.20,0.00,0.06,500.00,0.09,125.00,12.98
Abhinav Leasing,2.00,,10.00,0.00,0.06,100.00,8.78,25.61,35.57
Ushakiran Fin.,39.06,24.80,9.92,0.00,0.27,285.71,0.25,92.31,1.25
GACM Tech-DVR,0.83,8.68,9.81,0.00,,,,,13.32
Hasti Finance,8.76,,9.50,0.00,0.00,-100.00,0.11,0.00,-2.62
Minolta Finance,9.45,135.00,9.45,0.00,0.01,0.00,0.23,35.29,0.59
Kumbhat Fin.,19.60,,9.31,0.00,0.08,-20.00,0.15,66.67,-48.73
R R Securities,30.85,62.07,9.31,0.00,0.05,400.00,0.00,,2.13
Krishna Capital,29.15,102.33,9.21,0.00,-0.05,-600.00,0.09,0.00,2.89
Panafic Industri,1.26,49.29,10.35,0.00,0.01,-93.33,0.15,-34.78,0.30
Amarnath Sec.,29.94,40.82,8.98,0.00,0.05,0.00,0.10,0.00,5.87
SHRI NIWAS L& F.,22.26,46.84,8.90,0.00,0.10,600.00,0.16,,-9.26
Kuber Udyog,25.74,80.36,8.84,0.00,0.00,-100.00,0.11,-15.38,4.87
Polytex India,6.47,,8.73,0.00,-0.03,0.00,0.00,,-5.73
Goyal Associates,1.62,11.18,7.60,0.00,0.11,-45.00,0.44,-52.69,22.57
Mahan Industries,2.10,108.00,7.56,0.00,0.01,-50.00,0.38,46.15,-0.31
Savani Financial,18.62,,7.45,0.00,-1.26,-260.00,0.73,2333.33,-87.53
Brijlaxmi Leas.,11.46,,7.41,0.00,-0.63,-550.00,0.50,-23.08,10.88
Thirani Projects,3.64,,7.36,0.00,0.06,-50.00,0.20,-4.76,-41.16
Aravali Sec,4.72,,7.15,0.00,-0.02,77.78,0.00,,-3.53
Amerise BioScie,1.03,,6.81,0.00,-0.03,25.00,0.00,,-2.73
Ontic Finserve,0.74,,6.66,0.00,1.04,,1.40,,-86.61
Voltaire Leasing,16.01,14.67,6.60,0.00,0.22,150.00,0.37,85.00,-0.97
CitiPort Fin.,21.13,163.75,6.55,0.00,0.01,0.00,0.09,28.57,3.55
Integra Capital,16.31,7.30,7.67,0.00,0.23,27.78,0.35,59.09,22.51
Sungold Capital,3.49,160.50,6.42,0.00,0.03,50.00,0.56,-9.68,2.66
Kinetic Trust,19.03,71.00,6.39,0.00,-0.04,-33.33,0.00,,2.58
Futuristic Sec.,31.21,121.80,6.09,0.00,0.02,300.00,0.02,0.00,-6.36
Cindrella Fin.,14.30,24.79,5.95,0.00,0.08,-61.90,0.05,150.00,3.83
Manipal Fin. Cor,6.19,,5.19,0.00,-0.02,80.00,0.08,100.00,
Dharani Finance,10.32,16.61,5.15,0.00,0.11,257.14,0.23,-11.54,-3.28
Multipurpose Trd,10.30,28.33,5.10,0.00,0.04,-20.00,0.09,0.00,4.44
Peoples Invest,251.25,,5.03,0.00,-0.01,0.00,0.00,,0.00
Galada Finance,16.50,15.97,4.95,0.00,0.04,-55.56,0.37,32.14,8.76
Ganesh Holdings,122.00,,4.94,0.00,-0.02,0.00,0.02,-33.33,-2.48
Mid East Port.,9.50,95.60,4.78,0.00,0.02,0.00,0.00,,1.88
GCM Commodity,6.18,12.75,4.59,0.00,0.31,,0.00,-100.00,-4.64
KEN Fin.Serv.,15.20,41.45,4.56,0.00,0.04,33.33,0.14,-6.67,3.33
Stellant Secu.,60.00,3.39,4.44,0.00,1.07,2040.00,1.34,1388.89,25.17
Systematix Sec.,10.50,,5.25,0.00,0.00,,0.08,0.00,-0.45
Nikki Glob.Fin.,12.65,,4.33,0.00,-0.02,0.00,0.02,,-7.83
JPT Securities,12.45,,3.75,0.00,0.02,,0.11,0.00,-17.34
Kanungo Financi.,7.81,12.93,3.62,0.00,0.07,16.67,0.00,,6.24
Shivansh Finserv,5.40,25.92,3.37,0.00,0.00,100.00,0.10,,2.30
Hind. Unilever,2389.20,54.62,561364.34,1.76,2595.00,-2.14,15926.00,1.94,27.24
Nestle India,2182.80,66.27,210456.22,0.71,986.36,-7.40,5104.00,1.33,169.08
Varun Beverages,575.65,73.59,187012.88,0.17,628.82,23.66,4804.68,24.14,28.82
Godrej Consumer,1175.10,66.48,120213.65,1.28,491.31,12.18,3666.33,1.79,19.02
Britannia Inds.,4915.60,55.10,118401.22,1.50,531.55,-9.37,4667.57,5.29,48.92
Dabur India,508.10,51.18,90051.14,1.08,417.52,-17.66,3028.59,-5.47,22.28
Colgate-Palmoliv,2708.95,50.16,73679.55,1.77,395.05,16.17,1619.11,10.06,96.80
P & G Hygiene,15704.00,75.38,50976.34,1.24,211.90,0.57,1135.16,-0.28,112.44
Gillette India,9427.15,67.97,30723.08,0.48,133.01,43.50,781.82,17.12,58.91
Emami,642.85,36.34,28060.40,1.24,210.99,18.20,890.59,2.97,31.72
Wardwizard Healt,18.90,,0.46,0.00,-0.69,-885.71,0.22,450.00,-169.57
Hatsun Agro,1085.60,79.44,24181.55,0.55,64.32,-17.08,2072.10,8.75,13.19
Bikaji Foods,786.60,66.13,19695.06,0.13,72.08,17.57,713.25,19.31,29.65
Jyothy Labs,427.00,41.73,15679.81,0.82,105.02,0.97,733.76,0.19,26.99
Zydus Wellness,1960.60,39.73,12475.72,0.26,20.90,166.10,492.90,12.05,5.33
L T Foods,355.20,20.51,12334.42,0.42,150.61,-4.86,2107.79,6.57,21.09
Asahi India Glas,665.65,52.69,16181.95,0.30,94.54,9.46,1157.68,3.41,14.97
Apollo Hospitals,6860.65,83.38,98645.62,0.23,395.70,63.46,5589.30,15.32,15.11
Max Healthcare,1006.25,92.37,97820.79,0.15,281.81,1.85,1707.46,25.26,16.00
Fortis Health.,639.10,70.14,48249.38,0.16,193.08,26.85,1988.39,12.34,10.34
Syngene Intl.,861.60,75.24,34682.59,0.15,106.10,-13.19,891.00,-2.10,14.74
Global Health,1071.95,58.99,28786.94,0.00,130.81,4.51,956.56,13.34,19.32
Poly Medicure,2701.10,92.79,27359.59,0.11,87.45,40.62,420.02,24.53,23.62
Narayana Hrudaya,1276.45,33.50,26085.63,0.31,198.80,-12.34,1400.01,7.26,26.54
Dr Lal Pathlabs,2956.40,61.56,24709.37,0.81,130.80,18.21,660.20,9.80,25.17
Krishna Institu.,560.10,67.64,22411.78,0.00,120.70,16.71,777.30,19.13,16.87
GAIL (India),188.89,10.77,124197.06,2.91,2689.67,10.13,33888.90,2.74,14.66
Aster DM Health.,430.40,78.04,21499.04,0.46,105.76,83.10,1086.44,16.89,4.48
Rainbow Child.,1649.75,72.37,16753.49,0.18,79.01,25.37,417.46,25.48,19.08
Indegene,660.95,42.59,15814.48,0.00,91.70,22.27,686.80,8.04,29.02
Vijaya Diagnost.,1038.20,79.46,10654.99,0.10,42.13,25.87,182.95,31.75,19.51
Metropolis Healt,2032.20,70.38,10418.55,0.20,46.70,31.23,349.79,13.38,15.79
Jupiter Life Lin,1480.40,55.53,9706.39,0.07,50.30,37.02,273.10,20.27,22.16
EIH,357.65,33.18,22366.15,0.34,132.70,41.08,588.99,11.01,23.62
Chalet Hotels,844.15,244.92,18423.23,0.00,-138.51,-480.15,377.05,19.87,10.06
Lemon Tree Hotel,121.76,63.53,9646.39,0.00,35.04,30.86,284.37,25.16,11.36
Juniper Hotels,327.20,213.25,7280.28,0.00,-27.82,-77.76,214.52,27.34,6.80
Mahindra Holiday,355.60,65.14,7182.21,0.00,11.48,-46.20,670.75,2.36,9.24
I T D C,591.55,72.11,5073.69,0.43,23.81,24.22,153.66,17.27,31.40
Samhi Hotels,180.37,147.11,3969.09,0.00,12.62,114.34,265.54,20.72,6.83
Apeejay Surrend.,145.99,44.07,3115.05,0.00,26.76,80.50,141.57,4.93,12.55
Oriental Hotels,172.53,72.93,3081.37,0.29,5.71,30.66,103.30,13.48,10.69
EIH Assoc.Hotels,376.10,27.34,2291.81,1.60,2.08,705.43,70.84,20.52,25.10
Indian Hotels Co,741.35,73.71,105526.15,0.24,582.71,87.82,1826.12,27.42,15.11
TajGVK Hotels,310.90,23.65,1949.39,0.48,19.65,76.55,105.17,17.61,18.81
Praveg,694.00,150.61,1792.30,0.14,1.40,-33.33,31.44,124.09,9.37
HLV,17.00,49.42,1120.74,0.00,3.49,-41.58,43.37,4.83,5.66
Benares Hotels,8017.65,28.54,1042.29,0.31,7.20,5.26,24.47,-5.52,40.56
Rail Vikas,419.50,68.35,87466.59,0.50,302.51,-18.26,4869.22,-0.83,18.70
IRB Infra.Devl.,47.76,46.81,28842.26,0.63,99.87,4.30,1585.84,-9.12,8.96
K E C Intl.,1005.85,63.51,26775.73,0.40,85.41,52.98,5113.31,13.65,16.05
NBCC,90.00,43.81,24300.00,0.47,125.14,-0.35,2458.73,19.44,31.99
Kalpataru Proj.,1199.00,37.79,19477.29,0.67,125.56,41.25,4929.93,9.11,15.99
Ircon Intl.,191.78,19.58,18037.21,1.62,205.92,-17.87,2447.52,-18.06,18.15
Afcons Infrastr.,474.75,38.12,17460.58,0.00,91.59,0.69,3154.36,-0.54,23.13
Techno Elec.Engg,1444.90,53.03,16804.13,0.48,94.21,27.69,441.42,-4.51,16.53
G R Infraproject,1569.90,16.50,15184.30,0.00,193.57,-16.22,1394.33,-25.94,16.89
ACME Solar Hold.,228.85,112.61,13847.43,0.00,1.39,-98.20,309.64,-16.12,8.41
Larsen & Toubro,3526.25,36.01,484857.58,0.79,4098.84,5.36,61554.58,20.64,13.44
Sterling & Wils.,490.65,,11456.06,0.00,8.57,113.00,1030.49,35.68,3.77
Va Tech Wabag,1673.60,40.02,10408.19,0.00,70.30,16.97,700.30,5.31,19.75
Reliance Infra.,258.80,,10251.88,0.00,4194.63,389.06,7258.49,1.48,7.38
Engineers India,180.36,27.39,10137.00,1.66,99.63,-21.83,688.94,-12.77,22.21
Bharat Global,1152.80,737.88,11673.21,0.00,10.11,,216.35,,8.55
Control Print,681.45,21.46,1089.93,1.32,13.48,-4.53,101.79,17.77,23.60
AGS Transact,82.37,110.37,1014.30,0.00,15.17,124.91,351.69,-6.60,1.26
TVS Elec.,353.75,,659.76,0.28,-1.32,-217.86,104.61,13.47,0.73
Esconet,454.70,126.29,562.01,0.00,2.20,,104.60,46.75,32.36
HCL Infosystems,16.47,,542.21,0.00,-7.84,-10.11,6.79,13.36,-28.03
TCS,4145.90,31.15,1500022.90,1.33,11955.00,5.00,64259.00,7.65,64.28
Infosys,1864.55,28.73,774190.86,2.04,6516.00,4.73,40986.00,5.11,39.99
HCL Technologies,1858.95,29.98,504456.77,2.80,4237.00,10.52,28862.00,8.21,29.60
Wipro,566.70,25.25,296475.98,0.18,3226.60,21.26,22301.60,-0.95,16.93
Netweb Technol.,2670.85,155.48,15054.73,0.07,25.72,69.88,251.06,73.17,38.43
LTIMindtree,5994.65,38.15,177551.89,1.08,1251.60,7.68,9432.90,5.92,31.17
Tech Mahindra,1687.50,50.45,165111.40,2.37,1257.50,153.11,13313.20,3.49,11.88
Oracle Fin.Serv.,11768.55,40.94,102146.70,2.04,577.70,38.39,1673.90,15.88,39.54
Persistent Sys,5713.80,72.23,89049.57,0.46,325.00,23.45,2897.15,20.13,29.17
L&T Technology,5170.00,43.57,54720.03,0.97,293.00,-4.99,2324.80,8.83,33.40
Coforge,8074.00,68.34,53872.61,0.94,233.60,11.71,3062.30,34.54,28.60
PB Fintech.,1724.50,453.90,78656.16,0.00,50.98,350.35,1167.23,43.81,1.75
Mphasis,2839.30,33.69,53726.54,1.94,423.33,8.01,3536.15,7.92,23.95
Tata Elxsi,6374.55,48.60,39701.96,1.10,229.43,14.70,955.09,8.32,42.74
Tata Technolog.,962.30,60.35,39037.48,0.87,157.41,-1.85,1296.45,2.15,28.29
KPIT Technologi.,1356.95,51.24,37199.94,0.49,203.75,45.30,1471.41,22.70,38.36
Relaxo Footwear,678.00,93.22,16878.04,0.44,36.73,-16.88,679.37,-5.03,13.86
Bata India,1307.35,48.33,16803.05,0.92,51.98,-11.42,837.14,2.20,18.66
Campus Activewe.,274.60,86.17,8386.24,0.00,14.30,4368.75,333.29,28.85,16.71
Mayur Uniquoters,596.60,19.09,2622.21,0.50,41.43,46.03,216.36,19.15,18.75
Bhartiya Intl.,723.05,2153.17,882.80,0.00,7.67,37.46,295.91,29.98,6.61
Liberty Shoes,482.60,51.59,822.35,0.00,0.92,-4.83,171.80,0.01,9.45
Khadim India,369.40,116.45,678.90,0.00,2.33,30.17,160.58,2.22,7.82
Mirza Internatio,38.94,44.37,538.16,0.00,5.90,47.13,201.39,-3.50,4.87
Lehar Footwears,218.25,65.40,385.84,0.23,1.27,-37.13,37.65,-32.27,9.23
Container Corpn.,785.65,36.93,47869.21,1.46,366.26,6.28,2287.75,4.23,13.93
Metro Brands,1128.95,74.11,30701.69,0.44,71.77,4.29,585.45,5.35,19.66
Delhivery,330.55,778.47,24490.51,0.00,10.20,109.91,2189.73,12.77,-1.73
Blue Dart Expres,7657.60,64.23,18171.48,0.33,62.84,-13.99,1448.46,9.36,19.22
Transport Corp.,1165.90,23.83,9079.59,0.81,107.30,22.30,1120.80,12.81,19.92
TVS Supply,179.92,266.94,7928.02,0.00,10.61,132.26,2512.88,11.05,4.74
Zinka Logistics,,,4817.81,,28.67,120.41,92.17,54.99,-30.95
VRL Logistics,515.35,53.38,4507.69,0.97,35.82,83.04,799.48,12.71,10.70
Gateway Distri,84.10,18.41,4202.00,2.38,70.43,-4.85,383.71,-1.43,12.48
Sindhu Trade,22.24,19.14,3429.25,0.00,116.54,131.87,369.55,-6.90,6.12
TCI Express,847.70,28.74,3253.47,0.94,26.32,-26.03,311.48,-2.66,26.51
Allcargo Logist.,54.03,153.84,5309.97,2.04,37.74,47.16,4301.09,30.07,3.32
Mahindra Logis.,391.75,,2822.57,0.64,-9.61,38.44,1521.10,11.46,3.03
Navkar Corporat.,127.02,,1911.89,0.00,-2.30,-161.14,133.12,40.75,1.51
Rel. Indl. Infra,1025.05,148.54,1547.83,0.34,2.43,-2.02,12.24,-14.76,3.86
Western Carriers,119.10,15.12,1214.29,0.00,18.96,3.61,431.43,1.31,21.90
D B Corp,293.45,11.70,5228.48,4.43,82.57,-17.64,558.95,-4.62,25.12
Jagran Prakashan,85.60,11.49,1863.12,5.84,41.65,0.31,446.51,-2.66,9.13
Sandesh,1631.70,5.66,1235.20,0.31,38.09,46.28,69.95,-2.85,20.87
T.V. Today Netw.,189.13,10.90,1128.51,4.49,8.27,17.81,206.77,-3.32,9.68
Coal India,409.75,7.02,252517.79,6.22,6274.80,-22.04,30672.88,-6.42,63.59
Vedanta,433.40,16.38,169476.22,8.08,5603.00,522.41,37634.00,-3.37,20.91
NMDC,218.80,10.22,64121.66,3.31,1205.30,17.47,4918.91,22.54,30.91
Lloyds Metals,924.25,32.93,48320.87,0.11,301.44,30.35,1364.43,25.03,78.27
KIOCL,363.25,,22076.56,0.00,-69.21,-223.56,16.14,-96.26,-2.18
G M D C,330.65,16.54,10514.67,2.89,127.86,71.44,593.01,54.94,13.78
Netwrk.18 Media,84.82,,8880.22,0.00,-152.31,-15.36,1825.18,-2.16,-0.28
Sandur Manganese,444.30,20.55,7199.21,0.23,32.12,21.90,260.25,40.82,15.16
MOIL,296.75,17.37,6038.42,2.04,49.96,-18.79,291.89,-16.01,16.11
Orissa Minerals,7467.65,286.30,4480.59,0.00,-2.08,86.05,13.87,307.94,14.93
Ashapura Minech.,253.82,16.19,2424.64,0.00,42.63,-13.76,604.10,9.03,17.26
Owais Metal,1203.75,65.53,2188.71,0.00,24.72,,105.13,248.11,52.14
Dec.Gold Mines,122.15,,1880.55,0.00,-68.21,-1359.64,3.65,5983.33,-8.77
20 Microns,228.35,13.57,805.77,0.55,16.45,-4.25,240.18,20.27,21.70
Vishnusurya,271.95,25.09,669.26,0.37,21.82,,139.13,37.41,34.46
Asi Industries,42.02,14.07,378.49,0.83,0.50,130.49,23.31,30.30,10.14
SJVN,103.77,44.09,40779.48,1.73,439.90,0.06,1026.25,16.84,4.99
Godrej Agrovet,730.10,38.19,14037.01,1.37,95.79,-7.83,2448.75,-4.75,13.71
Sagility India,28.51,58.62,13346.47,0.00,22.29,-47.55,1223.33,9.61,4.71
Rites,272.90,32.93,13115.68,4.21,82.50,-27.85,540.86,-7.13,25.36
Thomas Cook (I),197.46,33.56,9298.27,0.20,71.96,37.83,2003.76,8.70,19.07
RattanIndia Ent,61.50,11.87,8500.96,0.00,-241.59,-227.06,1800.62,11.52,2.89
CMS Info Systems,481.65,21.82,7859.72,1.19,90.92,7.78,624.54,14.86,26.95
Equinox India,117.96,,7507.81,0.00,24.27,231.98,245.97,155.26,-10.94
Guj. Ambuja Exp,121.47,16.47,5571.47,0.29,69.53,-16.22,1124.64,0.80,16.51
SIS,383.25,34.90,5524.87,0.00,68.81,-8.59,3268.81,6.35,10.34
GMR Airports Inf,76.81,,81103.49,0.00,-428.77,-318.52,2495.46,20.93,6.41
Inox Green,150.34,187.34,5476.26,0.00,6.06,79.88,55.18,16.44,3.67
AWFIS Space,714.05,399.80,5013.48,0.00,38.67,437.01,292.38,40.47,9.18
Rain Industries,148.99,,5011.28,0.67,-154.94,-135.65,3934.28,-5.43,1.90
Team Lease Serv.,2732.95,46.22,4582.86,0.00,24.85,-9.86,2796.83,23.07,13.06
Hindalco Inds.,627.35,10.80,140979.13,0.56,3909.00,96.22,58203.00,7.45,11.29
Natl. Aluminium,219.87,14.16,40382.02,2.27,1062.18,414.97,4001.48,31.48,16.95
Hindustan Copper,262.70,63.13,25403.72,0.35,101.68,67.21,518.19,35.87,17.99
Gravita India,2098.20,53.95,14485.54,0.25,71.92,24.30,927.42,10.91,27.86
Shivalik Bimetal,600.25,43.01,3457.69,0.28,19.94,-1.97,126.65,-0.87,32.84
Prec. Wires (I),171.95,37.71,3072.02,0.61,19.27,17.86,1043.79,25.84,25.35
Ram Ratna Wires,592.10,43.61,2605.24,0.42,16.80,22.27,939.80,24.14,17.37
Pondy Oxides,864.50,39.69,2252.05,0.29,17.39,112.85,572.43,45.73,16.50
MMP Industries,330.45,23.25,839.43,0.45,5.83,24.84,144.83,14.88,13.45
Maan Aluminium,146.95,30.58,794.78,0.00,3.39,-66.60,176.78,-14.75,24.94
Hindustan Zinc,495.35,23.79,209301.18,5.85,2298.00,35.80,8242.00,21.35,46.25
NILE,2116.90,17.40,635.07,0.19,9.27,12.77,251.57,0.34,19.47
Arfin India,35.01,60.52,590.70,0.00,2.58,48.28,149.11,11.09,13.59
POCL Enterprises,180.65,18.21,503.65,0.28,9.62,190.63,372.93,9.97,24.18
Shera Energy,205.05,36.30,467.28,0.00,9.67,48.69,601.37,56.67,20.07
Inox India,1176.90,54.84,10681.96,0.00,49.49,7.01,306.56,18.98,43.06
Garware Hi Tech,4275.80,32.43,9933.71,0.23,104.26,127.10,620.58,56.27,13.96
EPL Ltd,266.70,29.37,8496.86,1.67,88.30,72.28,1086.20,8.45,15.09
AGI Greenpac,923.15,22.37,5972.54,0.65,72.08,28.39,599.18,-2.55,17.73
Uflex,558.80,26.35,4035.09,0.18,-64.58,-108.72,3833.38,13.77,6.50
Polyplex Corpn,1194.55,24.30,3749.99,0.75,164.11,214.39,1738.86,10.61,1.81
TCPL Packaging,3178.85,24.58,2892.75,0.69,35.81,24.47,438.51,12.21,20.07
XPRO India,1095.35,49.99,2428.98,0.18,9.94,4.85,133.98,21.83,16.98
Mold-Tek Pack.,662.75,35.06,2202.25,0.45,14.11,-10.07,191.30,12.26,14.50
Cropster Agro,24.50,130.17,2058.00,0.00,3.11,298.72,47.51,241.55,64.54
Dolphin Offshore,533.45,97.85,2134.04,0.00,12.92,266.01,16.73,716.10,0.97
Cosmo First,777.40,19.73,2040.65,0.39,45.75,112.30,758.92,14.37,6.87
Huhtamaki India,268.60,23.10,2028.52,1.86,11.71,-66.84,652.50,-1.51,12.46
Everest Kanto,165.41,15.77,1856.03,0.42,38.60,46.55,367.28,22.72,11.85
Ester Industries,144.28,,1356.84,0.00,3.02,109.92,331.16,26.70,-4.98
Shree Tirupati,940.00,91.30,952.22,0.00,7.09,,104.39,38.32,17.43
A B Real Estate,2599.45,185.95,29034.73,0.19,2.82,217.42,1127.56,30.67,8.31
JK Paper,397.20,8.64,6728.66,2.14,128.85,-57.50,1682.93,1.99,20.29
West Coast Paper,546.30,7.87,3608.31,1.46,100.57,-53.29,1044.82,-12.48,29.27
Andhra Paper,93.34,9.75,1856.07,2.14,41.72,-58.41,432.28,-10.32,24.66
Seshasayee Paper,290.00,10.05,1828.98,1.72,24.78,-64.14,398.40,9.97,20.24
Pudumjee Paper,128.65,9.65,1221.53,0.47,29.76,68.71,222.47,14.10,26.83
Pakka,296.25,22.58,1167.81,0.00,20.51,60.11,111.09,5.73,21.25
T N Newsprint,163.77,15.38,1133.45,2.44,2.59,-91.45,914.59,-4.55,14.32
Kuantum Papers,127.83,7.74,1115.49,2.35,29.90,-29.89,278.86,-6.48,19.79
Satia Industries,95.40,6.70,954.00,1.15,12.33,-74.28,340.12,-8.90,23.35
Asian Paints,2483.15,50.69,238183.20,1.34,693.66,-31.65,8027.54,-5.32,37.50
Orient Paper,37.04,,785.94,0.67,-19.66,-20.47,208.13,45.61,1.94
Emami Paper,99.96,6.96,604.76,1.60,7.59,-53.72,495.09,13.39,12.20
N R Agarwal Inds,338.45,9.79,576.01,0.59,8.34,-77.94,428.41,25.39,14.11
Genus Paper & Bo,20.77,191.42,534.05,0.00,-0.42,-110.14,211.09,8.82,4.34
B&B Triplewall,218.14,44.97,447.43,0.46,0.11,-97.82,120.51,26.37,10.97
Styrenix Perfor.,2374.20,19.37,4176.22,4.13,70.10,24.25,653.22,9.78,31.40
Savita Oil Tech,487.55,19.23,3368.99,0.82,31.81,-33.12,907.20,2.07,18.71
Sun Pharma.Inds.,1768.20,37.86,424250.41,0.76,3037.33,27.86,13291.39,9.01,17.32
Divi's Lab.,5750.10,83.14,152647.09,0.52,510.00,46.55,2338.00,22.47,16.48
Cipla,1499.75,26.30,121119.13,0.87,1305.01,15.18,7051.02,5.58,22.80
Torrent Pharma.,3102.40,60.33,104994.60,0.90,453.00,17.36,2889.00,8.61,23.16
Mankind Pharma,2597.65,51.92,104073.33,0.00,634.43,34.84,2529.74,11.91,24.57
Dr Reddy's Labs,1226.70,19.17,102353.97,0.65,1341.90,-15.28,8038.20,16.45,26.53
Zydus Lifesci.,957.40,22.52,96336.84,0.31,920.20,13.62,5237.00,19.87,22.34
Lupin,2015.85,35.01,91962.05,0.40,859.48,74.12,5672.73,12.59,15.72
Supreme Petroch.,688.65,31.47,12949.47,1.31,90.34,15.73,1505.56,17.84,22.46
Aurobindo Pharma,1249.00,20.08,73183.73,0.36,816.95,8.65,7796.07,7.99,14.10
Alkem Lab,5524.95,30.39,66059.06,0.72,701.96,4.59,3414.67,-0.74,19.68
Abbott India,27351.20,45.24,58121.30,1.50,358.61,14.59,1632.67,9.27,46.02
Glenmark Pharma.,1533.70,,43279.20,0.16,354.48,297.23,3433.80,7.06,12.34
Glaxosmi. Pharma,2457.15,51.91,41625.60,1.30,252.50,14.55,1010.77,5.62,51.33
Biocon,335.80,27.94,40316.15,0.15,27.10,-85.63,3590.40,3.70,5.96
Ipca Labs.,1536.55,62.57,38982.92,0.26,245.75,43.14,2354.90,15.78,12.77
